2.985406,-0.300300,-0.307501,0.000000,-0.098679,-0.004705,
3.015373,-0.302315,-0.289891,0.000000,-0.092268,0.002349,
2.981552,-0.317601,-0.305765,0.000000,-0.114831,-0.014909,
2.996815,-0.305257,-0.302584,0.000000,-0.095648,0.007962,
2.998153,-0.306996,-0.306570,0.000000,-0.104158,-0.002665,
2.986294,-0.329863,-0.309040,0.000000,-0.111884,-0.002043,
3.006075,-0.291398,-0.282790,0.000000,-0.081426,0.025213,
3.006722,-0.301092,-0.311699,0.000000,-0.110729,0.003977,
2.980779,-0.307540,-0.311742,0.000000,-0.103886,-0.007462,
3.007068,-0.299276,-0.307998,0.000000,-0.095710,0.003678,
3.006438,-0.306943,-0.296531,0.000000,-0.108618,0.004177,
3.010511,-0.291323,-0.291281,0.000000,-0.090779,0.006308,
2.993692,-0.298705,-0.309759,0.000000,-0.104399,-0.001265,
3.021352,-0.281651,-0.293302,0.000000,-0.079192,0.018557,
2.992696,-0.319555,-0.300166,0.000000,-0.105259,-0.003034,
3.001429,-0.288251,-0.295213,0.000000,-0.092901,0.005949,
2.997253,-0.298968,-0.294759,0.000000,-0.112638,0.006795,
2.990690,-0.307291,-0.302555,0.000000,-0.112711,-0.004185,
3.000919,-0.308283,-0.278728,0.000000,-0.089188,0.035815,
3.003264,-0.310363,-0.293631,0.000000,-0.105233,-0.009286,
2.998033,-0.296895,-0.302968,0.000000,-0.112447,-0.000228,
3.016904,-0.308646,-0.296693,0.000000,-0.095801,0.002094,
3.004881,-0.288434,-0.285482,0.000000,-0.100910,0.006861,
3.003649,-0.267471,-0.279028,0.000000,-0.084460,0.027062,
2.997542,-0.311337,-0.315956,0.000000,-0.109705,-0.000529,
3.001463,-0.316518,-0.304060,0.000000,-0.097838,0.003079,
2.984569,-0.299576,-0.315163,0.000000,-0.099669,-0.009773,
3.000491,-0.297045,-0.298454,0.000000,-0.102049,-0.004145,
3.011797,-0.300658,-0.281802,0.000000,-0.083056,0.013067,
3.008202,-0.297488,-0.294138,0.000000,-0.090828,0.010049,
3.001333,-0.310867,-0.301309,0.000000,-0.110867,-0.007326,
2.990332,-0.318161,-0.306945,0.000000,-0.111572,-0.010073,
3.001552,-0.309202,-0.302376,0.000000,-0.102675,-0.003742,
3.003787,-0.307087,-0.304155,0.000000,-0.112103,0.007780,
2.986538,-0.313296,-0.324427,0.000000,-0.117392,-0.012346,
2.998048,-0.300601,-0.297859,0.000000,-0.099338,-0.005658,
2.996007,-0.308037,-0.307762,0.000000,-0.102678,0.002000,
2.994206,-0.293634,-0.313365,0.000000,-0.090323,0.003978,
3.007009,-0.297267,-0.294974,0.000000,-0.094418,-0.003217,
3.011664,-0.296113,-0.291929,0.000000,-0.090017,0.012374,
