Jens_input_L4_save0
148	211	176	83	26	86	189	76	48	106	214	127	230	26	154	36	171	186	64	43
173	107	86	24	63	150	95	245	21	115	76	5	178	101	167	119	156	166	177	148
106	248	198	146	160	229	165	192	73	97	31	87	84	143	209	152	199	229	251	159
97	109	212	159	230	71	53	128	220	115	198	71	113	64	130	249	112	131	175	223
252	187	143	75	80	170	88	123	181	141	3	29	11	219	116	9	155	42	9	134
42	157	186	142	178	143	47	83	78	159	8	136	63	163	204	44	108	130	212	147
228	26	239	173	146	153	51	22	96	56	44	206	105	230	115	235	125	148	238	14
136	192	227	174	10	212	232	103	150	138	249	139	174	187	148	133	44	121	0	222
13	232	231	188	220	211	242	199	68	229	86	37	248	80	72	47	230	205	169	73
201	210	125	41	215	107	148	58	150	159	253	76	68	70	88	146	197	227	232	101
79	187	117	107	103	129	224	199	169	152	39	152	219	85	87	134	184	74	148	221
151	33	236	96	129	154	13	70	113	222	189	51	142	134	81	237	205	146	91	248
161	129	82	70	85	85	94	205	178	193	84	83	120	217	74	164	92	137	233	71
236	197	254	49	10	144	225	58	207	120	115	130	31	7	43	37	12	185	200	53
102	166	11	163	1	64	182	155	133	123	55	66	36	157	205	215	178	134	244	180
241	123	1	147	62	103	87	149	31	104	128	242	105	55	135	134	37	177	20	203
224	133	174	229	41	61	191	185	72	98	144	215	197	26	29	1	105	124	156	120
208	134	223	96	18	83	227	60	109	123	114	24	207	217	203	250	51	148	204	104
118	129	3	40	200	249	118	46	208	132	110	44	12	238	144	6	36	109	26	178
193	23	236	253	84	250	154	198	56	244	72	17	241	47	35	168	58	220	181	98
235	207	215	87	82	245	151	157	232	154	116	97	193	19	189	5	103	209	48	114
141	161	250	191	116	183	150	240	168	246	177	60	165	169	223	13	9	164	250	185
108	88	143	126	118	109	66	99	14	121	163	127	219	30	181	12	84	247	138	238
54	43	187	165	101	216	32	20	76	172	98	168	121	110	126	124	139	238	225	155
218	71	251	40	73	165	17	122	136	170	42	99	28	59	133	112	111	133	14	109
127	174	152	232	116	73	181	50	162	246	35	179	239	6	53	96	247	197	200	163
222	253	176	41	103	7	167	188	59	106	190	252	105	55	161	14	162	109	151	211
190	31	138	201	119	105	249	15	63	20	23	89	91	223	58	33	70	12	110	219
149	240	180	44	32	204	28	103	167	4	161	148	4	192	32	229	85	154	53	97
4	57	13	32	230	222	145	196	81	84	241	214	207	168	142	12	139	62	190	210
250	190	251	35	75	36	169	153	111	242	39	204	22	81	79	26	63	154	10	90
16	114	189	64	209	157	125	146	82	221	211	20	74	100	43	41	232	145	197	204
112	43	118	118	115	216	96	118	204	135	149	46	109	184	252	228	46	188	19	172
157	129	39	109	245	4	15	249	42	152	36	18	231	237	71	149	9	45	4	217
124	69	97	206	24	119	128	255	115	192	129	158	212	120	207	213	139	62	228	86
48	103	206	239	98	8	107	102	230	120	42	193	138	130	0	192	225	242	98	105
58	43	2	55	243	183	121	5	214	129	73	211	233	176	243	166	175	14	9	178
246	242	58	246	176	88	190	95	55	34	168	89	86	141	27	195	244	121	202	62
69	125	26	240	201	168	229	187	235	80	63	255	132	82	52	46	90	225	182	238
233	92	160	226	131	249	229	231	254	200	228	122	182	37	4	8	237	245	223	43
59	174	49	27	171	198	196	23	207	102	1	95	166	220	160	45	197	52	136	251
19	126	192	132	216	73	80	137	166	253	60	78	165	199	47	56	203	194	172	72
42	211	103	132	182	251	23	88	80	65	45	177	65	136	12	239	82	252	72	205
236	73	63	251	45	140	35	71	253	16	160	192	213	230	235	8	150	126	216	181
243	182	236	141	110	14	141	83	96	51	97	192	115	39	9	184	131	42	24	13
43	99	153	177	88	173	146	85	251	63	49	219	83	35	185	153	133	15	1	218
147	8	57	152	227	243	109	143	84	138	9	233	51	2	2	73	114	9	159	41
41	152	165	242	157	40	190	60	79	210	112	250	1	169	249	245	17	202	238	243
195	191	217	51	218	30	61	52	16	194	115	126	186	70	126	228	183	213	154	181
68	76	209	128	245	85	127	98	90	121	184	132	128	73	50	18	71	201	193	190
240	77	72	93	99	22	74	213	56	210	45	32	44	192	40	112	174	195	138	70
80	160	159	83	218	35	103	177	151	88	160	115	50	13	31	112	232	117	20	17
52	16	83	244	36	175	15	20	131	22	238	234	180	161	207	76	147	210	38	100
255	189	246	48	19	221	192	55	235	162	104	1	168	15	168	229	148	62	163	181
195	178	122	81	143	163	51	168	12	206	184	191	152	50	204	129	23	239	183	124
137	161	143	132	224	217	34	165	18	111	77	86	243	242	176	226	1	81	249	27
48	207	129	7	166	137	101	182	57	172	238	236	84	212	197	23	150	161	128	251
196	21	31	109	178	110	195	79	36	245	119	56	242	210	199	152	124	19	226	92
8	59	214	117	107	29	47	69	83	241	26	223	108	118	160	212	79	88	104	251
182	193	81	114	130	44	253	235	218	100	179	49	32	93	65	205	110	214	129	49
