Jens_input_u_save0
-0.066363059	-0.051740099	0.64469385	0.17522208	-0.49034601	0.34955847	-0.16467562	0.37538403	0.23627689	0.059205003	0.15234923	0.37990373	-0.43063459	-0.24955338	-0.83369124	-0.60128599	-0.46926785	0.91558993	-0.4331781	0.070846133
-0.3103058	0.92540902	0.27256161	0.81135654	-0.58471	0.64688486	0.037928838	0.21179162	-0.50939798	0.2594693	0.07586585	0.88073307	0.31463748	-0.20282136	0.61992645	-0.60432667	0.84607458	0.94259799	-0.52993619	0.95234019
0.84904569	0.66325247	0.16246413	-0.28704473	-0.64128643	0.73963779	-0.082351983	0.14425643	0.20228405	-0.94242203	-0.53736138	-0.47054249	-0.38096729	0.9354037	0.89988345	-0.830989	-0.45928642	-0.46956468	-0.45689401	-0.41007072
0.3537854	-0.90224642	-0.59677225	-0.53036612	-0.71801764	0.64710051	0.49942711	0.083022058	-0.37336832	0.29680043	-0.4283244	-0.018778484	-0.41255492	-0.3264502	0.11914505	-0.69813269	0.066583544	-0.14567399	0.91311455	-0.0016455628
0.039098363	0.74613708	0.89922595	-0.069231793	-0.87156236	0.089543775	0.22094449	-0.64071834	-0.26016939	0.6172089	0.55592769	0.18429092	0.75404799	0.75386846	0.57178682	0.1375982	0.69646043	0.8756969	0.36720589	0.42978361
-0.93649185	0.68832892	0.50195754	-0.42556393	0.96966505	-0.46458602	-0.11336792	-0.38799214	0.42457175	0.68066013	-0.40893868	0.62597245	0.31471244	0.11994427	-0.86664385	0.35538256	0.17406732	0.96091145	0.25303355	0.33766183
-0.36901718	0.54857469	-0.24983872	-0.28071564	0.4351643	-0.23052657	0.42688379	-0.72923201	0.29070079	-0.95114952	-0.3225956	-0.088071503	0.68182802	0.82363677	0.80761683	0.62561923	0.11086619	-0.27940097	-0.094228193	0.17515042
-0.80825728	0.41005	0.25380769	-0.57721418	-0.22572868	-0.35279784	0.9692536	-0.78744161	0.43249866	0.24981582	-0.25860941	0.11209293	0.75167578	0.59183145	-0.47809923	-0.7092579	0.56255251	0.38887122	0.86607224	0.77199674
-0.8681187	-0.016670428	-0.13524736	-0.33729202	0.28156856	-0.73323685	-0.47551677	0.33660826	0.3711246	0.091176949	-0.16456096	-0.57157689	-0.15190966	0.1320634	-0.69768012	0.064483248	-0.44907191	-0.83799851	0.35628223	0.95206636
0.89082432	0.34064505	0.89686561	0.9113465	-0.19601084	0.48413187	0.68482792	0.14695887	-0.63304865	-0.74682057	0.081492953	-0.83327007	-0.12868284	-0.1449011	0.90603858	-0.43890208	0.70595187	0.66328782	0.37105048	-0.42270586
